,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_identity_verified,latitude,longitude,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews,number_of_reviews_l30d,review_scores_rating,instant_bookable,reviews_per_month,name_length,description_length,host_about_length,verifications_length,amenities_length,host_since_days,first_reviews_days,last_review_days,price_per_accommodates,has_Hair_dryer,flag
2850,0.95,1.0,0.0,52.0,1.0,40.72525,-73.9418,5.0,1.0,3.0,119.0,30.0,180.0,7.0,0.0,94.0,1.0,0.1,7.0,143.0,4.0,5.0,25.0,2762.0,2038.0,323.0,23.8,1.0,1
12249,0.95,0.93,1.0,2.0,1.0,40.68355,-73.99696999999999,4.0,2.0,3.0,180.0,2.0,1125.0,179.0,2.0,99.0,0.0,3.59,4.0,174.0,51.0,8.0,25.0,2694.0,1496.0,12.0,45.0,1.0,1
25493,1.0,0.92,1.0,6.0,1.0,40.670759999999994,-73.87631,2.0,1.0,1.0,46.0,3.0,1125.0,23.0,0.0,94.0,0.0,1.24,7.0,161.0,131.0,6.0,29.0,1926.0,554.0,190.0,23.0,1.0,1
14673,1.0,0.82,1.0,1.0,1.0,40.62252,-74.02618000000001,6.0,3.0,3.0,264.0,2.0,50.0,81.0,0.0,98.0,0.0,1.87,8.0,161.0,43.0,8.0,34.0,1702.0,1301.0,220.0,44.0,1.0,1
5778,0.0,0.15,0.0,0.0,1.0,40.714490000000005,-73.9874,2.0,1.0,1.0,55.0,30.0,1125.0,80.0,0.0,90.0,0.0,1.17,6.0,174.0,121.0,5.0,10.0,2062.0,2056.0,388.0,27.5,0.0,1
27011,1.0,0.98,1.0,1.0,1.0,40.68322,-73.92175,4.0,1.0,2.0,82.0,3.0,30.0,29.0,3.0,99.0,1.0,2.01,6.0,144.0,17.0,8.0,41.0,2973.0,432.0,5.0,20.5,1.0,1
31037,1.0,1.0,1.0,1.0,1.0,40.68037,-73.9492,2.0,1.0,1.0,72.0,30.0,1125.0,3.0,0.0,100.0,0.0,0.52,7.0,160.0,16.0,9.0,22.0,3097.0,172.0,85.0,36.0,1.0,1
1399,1.0,0.71,0.0,2.0,1.0,40.76491,-73.9207,3.0,1.0,3.0,95.0,30.0,30.0,83.0,0.0,92.0,0.0,1.34,5.0,178.0,33.0,6.0,22.0,2893.0,1861.0,59.0,31.666666666666668,1.0,1
25355,1.0,0.61,0.0,1.0,1.0,40.67921,-73.95023,1.0,1.0,1.0,48.0,30.0,1125.0,2.0,0.0,100.0,0.0,0.11,7.0,153.0,48.0,6.0,15.0,586.0,523.0,489.0,48.0,1.0,1
23227,1.0,1.0,1.0,1.0,1.0,40.68987,-73.92811,5.0,1.0,3.0,157.0,3.0,28.0,63.0,3.0,99.0,0.0,2.77,9.0,165.0,206.0,4.0,57.0,693.0,682.0,9.0,31.4,1.0,1
2404,0.95,1.0,0.0,52.0,1.0,40.7272,-73.94176,3.0,1.0,1.0,149.0,30.0,180.0,3.0,0.0,93.0,1.0,0.04,6.0,157.0,4.0,5.0,24.0,2762.0,2450.0,323.0,49.666666666666664,1.0,1
30627,1.0,0.92,1.0,2.0,1.0,40.68039,-73.89233,2.0,1.0,1.0,100.0,1.0,1.0,16.0,6.0,99.0,0.0,1.7,3.0,174.0,11.0,9.0,31.0,1489.0,282.0,13.0,50.0,1.0,1
10892,0.56,0.13,0.0,4.0,1.0,40.71995,-73.99524,2.0,1.0,1.0,75.0,31.0,1125.0,6.0,0.0,93.0,0.0,0.13,8.0,104.0,16.0,10.0,22.0,1705.0,1398.0,178.0,37.5,1.0,1
30847,1.0,0.89,0.0,1.0,1.0,40.63862,-74.01406,4.0,2.0,6.0,42.0,2.0,1125.0,4.0,0.0,85.0,0.0,0.39,7.0,163.0,21.0,6.0,17.0,2381.0,307.0,69.0,10.5,0.0,1
3188,1.0,1.0,1.0,3.0,1.0,40.714659999999995,-73.96429,4.0,2.0,2.0,120.0,28.0,1125.0,161.0,1.0,95.0,0.0,2.06,7.0,167.0,99.0,6.0,21.0,3512.0,2348.0,18.0,30.0,1.0,1
30057,1.0,0.53,1.0,0.0,0.0,40.70783,-74.01397,2.0,1.0,1.0,300.0,30.0,1125.0,9.0,0.0,100.0,0.0,0.78,8.0,167.0,26.0,2.0,45.0,354.0,346.0,129.0,150.0,1.0,1
35608,1.0,0.96,0.0,4.0,1.0,40.75738,-73.89663,2.0,1.0,3.0,32.0,2.0,15.0,5.0,4.0,84.0,0.0,4.41,9.0,73.0,39.0,6.0,34.0,75.0,33.0,8.0,16.0,1.0,1
27246,0.8,0.79,1.0,1.0,1.0,40.64371,-73.95709000000001,2.0,1.0,1.0,30.0,2.0,1125.0,36.0,0.0,99.0,0.0,2.25,8.0,161.0,39.0,5.0,24.0,1840.0,480.0,317.0,15.0,1.0,1
7198,0.8,0.74,1.0,1.0,1.0,40.6269,-74.12191999999999,4.0,1.7391863824927896,3.0,75.0,3.0,1125.0,158.0,1.0,97.0,0.0,2.42,5.0,111.0,6.0,5.0,32.0,1955.0,1954.0,21.0,18.75,1.0,0
2840,1.0,1.0,0.0,2.0,0.0,40.67479,-73.95721999999999,1.0,1.0,1.0,55.0,30.0,60.0,2.0,0.0,90.0,1.0,0.03,5.0,156.0,191.0,4.0,27.0,3097.0,2025.0,1978.0,55.0,1.0,1
3399,1.0,0.0,0.0,0.0,1.0,40.759009999999996,-73.96135,2.0,1.0212752410766797,1.0,100.0,30.0,60.0,12.0,0.0,98.0,0.0,0.16,8.0,116.0,3.0,4.0,14.0,2460.0,2289.0,1861.0,50.0,0.0,0
4680,1.0,0.78,0.0,1.0,1.0,40.72722,-73.94209000000001,1.0,1.0,1.0,35.0,30.0,1125.0,82.0,0.0,95.0,1.0,1.14,8.0,182.0,33.0,4.0,36.0,3931.0,2159.0,141.0,35.0,1.0,1
28676,0.9,0.98,1.0,6.0,1.0,40.80265,-73.95832,3.0,1.0,2.0,99.0,5.0,32.0,13.0,0.0,97.0,0.0,0.99,6.0,120.0,15.0,5.0,40.0,1744.0,392.0,175.0,33.0,1.0,1
4248,1.0,0.86,1.0,8.0,1.0,40.77183,-73.90973000000001,1.0,1.0,1.0,50.0,30.0,120.0,19.0,0.0,93.0,0.0,0.27,7.0,153.0,5.0,4.0,21.0,2253.0,2090.0,165.0,50.0,1.0,1
35026,1.0,1.0,0.0,1.0,1.0,40.832029999999996,-73.94154,4.0,2.0,1.0,149.0,2.0,30.0,1.0,0.0,100.0,0.0,0.88,8.0,154.0,74.0,7.0,15.0,1988.0,33.0,33.0,37.25,0.0,1
706,1.0,1.0,1.0,3.0,1.0,40.80533,-73.95204,5.0,2.0,3.0,250.0,4.0,29.0,109.0,0.0,97.0,0.0,1.02,7.0,184.0,419.0,6.0,18.0,3202.0,3194.0,870.0,50.0,1.0,1
244,0.88,0.5,0.0,1.0,1.0,40.71577,-73.96053,2.0,1.0,2.0,120.0,7.0,300.0,134.0,1.0,96.0,0.0,1.49,8.0,163.0,55.0,6.0,35.0,3604.0,2694.0,23.0,60.0,1.0,1
566,1.0,0.8,0.0,12.0,1.0,40.80533,-73.94774,10.0,2.0,0.0,350.0,30.0,180.0,7.0,0.0,90.0,0.0,0.07,7.0,150.0,119.0,4.0,11.0,3322.0,3172.0,1112.0,35.0,0.0,1
4421,1.0,0.83,1.0,3.0,1.0,40.821909999999995,-73.95736,4.0,2.0,4.0,139.0,14.0,1125.0,5.0,0.0,92.0,0.0,0.07,6.0,110.0,13.0,5.0,59.0,2235.0,2231.0,119.0,34.75,1.0,1
757,0.94,0.99,0.0,1.0,1.0,40.72162,-74.00414,6.0,2.0,3.0,359.0,1.0,1125.0,109.0,1.0,93.0,1.0,1.06,9.0,167.0,56.0,9.0,31.0,3333.0,3072.0,21.0,59.833333333333336,1.0,1
24776,1.0,0.93,1.0,4.0,1.0,40.8061,-73.947,6.0,2.0,3.0,208.0,30.0,90.0,6.0,0.0,100.0,0.0,0.32,4.0,161.0,268.0,6.0,42.0,862.0,569.0,432.0,34.666666666666664,1.0,1
20719,1.0,0.88,1.0,2.0,0.0,40.63777,-73.95026,4.0,1.0,2.0,80.0,30.0,240.0,37.0,1.0,95.0,0.0,1.35,5.0,163.0,144.0,5.0,29.0,2249.0,824.0,22.0,20.0,1.0,1
19405,0.75,0.3,0.0,2.0,0.0,40.681740000000005,-73.91371,4.0,1.0,1.0,125.0,30.0,30.0,5.0,0.0,95.0,0.0,0.17,8.0,167.0,13.0,2.0,15.0,3080.0,894.0,801.0,31.25,1.0,1
28494,1.0,0.98,1.0,1.0,1.0,40.69162,-73.98315,4.0,1.0,2.0,169.0,2.0,1125.0,71.0,2.0,96.0,0.0,5.05,10.0,171.0,8.0,6.0,35.0,2978.0,421.0,14.0,42.25,1.0,1
25932,1.0,1.0,0.0,6.0,1.0,40.794709999999995,-73.94366,4.0,2.0,1.0,40.0,30.0,182.0,1.0,0.0,60.0,0.0,0.06,8.0,157.0,4.0,4.0,22.0,560.0,493.0,493.0,10.0,0.0,1
21202,0.87,0.48,0.0,51.0,1.0,40.74365,-73.97733000000001,3.0,1.0,2.0,79.0,30.0,1125.0,4.0,0.0,100.0,0.0,0.24,9.0,85.0,48.0,8.0,21.0,3351.0,496.0,297.0,26.333333333333332,1.0,1
32941,1.0,1.0,0.0,0.0,0.0,40.72144,-73.97952,1.0,1.0,1.0,60.0,3.0,1125.0,1.0,0.0,100.0,1.0,0.23,8.0,92.0,6.0,3.0,14.0,1734.0,130.0,130.0,60.0,0.0,1
26021,0.0,0.48,0.0,2.0,1.0,40.70678,-73.92786,2.0,1.0,1.0,50.0,30.0,1125.0,2.0,0.0,100.0,0.0,0.11,4.0,96.0,27.0,8.0,14.0,1340.0,544.0,405.0,25.0,1.0,1
21031,1.0,1.0,1.0,1.0,1.0,40.64904,-73.93517,2.0,1.0,1.0,50.0,1.0,25.0,55.0,1.0,100.0,0.0,2.64,10.0,175.0,28.0,4.0,31.0,2128.0,625.0,21.0,25.0,0.0,1
31428,1.0,0.82,0.0,177.0,1.0,40.7443,-73.87250999999999,1.0,1.0,1.0,18.0,30.0,1095.0,2.0,0.0,90.0,0.0,0.38,9.0,142.0,622.0,7.0,22.0,1320.0,159.0,36.0,18.0,1.0,1
10299,1.0,0.52,1.0,5.0,1.0,40.68248,-73.9861,4.0,2.0,2.0,135.0,30.0,1125.0,14.0,0.0,100.0,0.0,0.27,7.0,166.0,42.0,5.0,22.0,3524.0,1558.0,76.0,33.75,1.0,1
5889,1.0,1.0,1.0,34.0,1.0,40.76148,-73.9609,2.0,1.216142184523143,2.0,125.0,30.0,1125.0,15.0,0.0,95.0,1.0,0.23,6.0,162.0,4.0,7.0,27.0,2233.0,1953.0,390.0,62.5,1.0,0
22081,1.0,1.0,1.0,1.0,1.0,40.78695,-73.94876,1.0,1.0,1.0,65.0,30.0,700.0,6.0,0.0,100.0,0.0,0.29,6.0,175.0,10.0,5.0,18.0,779.0,630.0,62.0,65.0,1.0,1
32834,1.0,1.0,1.0,0.0,1.0,40.77937,-73.98591,2.0,1.0,1.0,125.0,30.0,1125.0,2.0,0.0,100.0,0.0,0.4,7.0,148.0,43.0,6.0,17.0,1663.0,150.0,44.0,62.5,1.0,1
12168,1.0,0.43,0.0,18.0,0.0,40.78881,-73.96765,1.0,1.0,1.0,53.0,31.0,1125.0,2.0,0.0,100.0,0.0,0.04,8.0,18.0,385.0,3.0,14.0,3099.0,1569.0,1198.0,53.0,1.0,1
16639,1.0,1.0,1.0,2.0,1.0,40.6857,-73.98868,8.0,3.0,5.0,550.0,3.0,7.0,10.0,0.0,98.0,1.0,0.3,7.0,160.0,57.0,7.0,36.0,2231.0,1006.0,131.0,68.75,1.0,1
28518,0.83,0.61,0.0,1.0,1.0,40.714529999999996,-73.94034,4.0,1.0,1.0,208.0,3.0,1125.0,4.0,0.0,100.0,0.0,0.28,7.0,55.0,13.0,9.0,32.0,3652.0,428.0,180.0,52.0,1.0,1
15051,1.0,0.86,0.0,38.0,1.0,40.72282,-73.99045,4.0,2.0,2.0,206.0,2.0,1125.0,21.0,0.0,90.0,0.0,0.87,9.0,78.0,119.0,10.0,21.0,2317.0,720.0,111.0,51.5,1.0,1
31142,1.0,0.99,1.0,5.0,1.0,40.75286,-73.9349,3.0,1.624126823444854,3.0,115.0,5.0,1125.0,12.0,1.0,95.0,1.0,1.48,12.0,160.0,27.0,7.0,32.0,2096.0,243.0,27.0,38.333333333333336,1.0,0
20795,1.0,0.94,1.0,2.0,1.0,40.69023,-73.95954,2.0,1.0,1.0,55.0,6.0,1125.0,24.0,0.0,98.0,0.0,0.89,7.0,163.0,57.0,4.0,31.0,2772.0,811.0,38.0,27.5,1.0,1
16597,1.0,0.62,0.0,1.0,1.0,40.72824,-73.9576,4.0,1.0,4.0,45.0,30.0,365.0,18.0,0.0,91.0,0.0,0.5,5.0,176.0,31.0,4.0,22.0,2718.0,1083.0,138.0,11.25,1.0,1
16694,1.0,0.83,1.0,2.0,1.0,40.66319,-73.8912,4.0,1.0,2.0,60.0,2.0,1125.0,61.0,0.0,92.0,1.0,1.57,4.0,123.0,33.0,7.0,33.0,1167.0,1165.0,222.0,15.0,1.0,1
1730,1.0,0.67,1.0,1.0,1.0,40.74342,-73.92635,2.0,1.0,1.0,90.0,30.0,30.0,6.0,0.0,100.0,0.0,0.11,8.0,167.0,10.0,5.0,23.0,2760.0,1626.0,48.0,45.0,1.0,1
8669,1.0,0.76,0.0,14.0,1.0,40.7287,-73.94504,2.0,1.0215929386895723,1.0,157.0,3.0,1125.0,21.0,0.0,97.0,0.0,0.34,5.0,115.0,17.0,6.0,23.0,1928.0,1865.0,998.0,78.5,1.0,0
1708,1.0,0.75,1.0,2.0,1.0,40.676190000000005,-73.96334,2.0,1.0,0.0,75.0,30.0,30.0,108.0,0.0,99.0,0.0,1.2,7.0,150.0,80.0,9.0,27.0,2801.0,2691.0,97.0,37.5,1.0,1
12239,1.0,1.0,0.0,1.0,1.0,40.635979999999996,-73.96863,5.0,3.0,3.0,220.0,4.0,5.0,5.0,0.0,96.0,0.0,0.23,3.0,172.0,83.0,6.0,18.0,2566.0,662.0,407.0,44.0,1.0,1
214,0.8,0.33,0.0,2.0,1.0,40.67542,-73.98142,5.0,3.0,5.0,160.0,30.0,1125.0,37.0,0.0,97.0,0.0,0.43,7.0,161.0,115.0,8.0,13.0,3619.0,2564.0,354.0,32.0,0.0,1
7137,1.0,0.69,1.0,0.0,1.0,40.76685,-73.91762,2.0,1.0,1.0,35.0,21.0,1125.0,89.0,0.0,96.0,0.0,1.38,7.0,158.0,102.0,8.0,20.0,1959.0,1934.0,50.0,17.5,1.0,1
26782,1.0,0.98,0.0,1.0,1.0,40.733990000000006,-73.87791,3.0,1.0,1.0,40.0,2.0,10.0,43.0,3.0,94.0,1.0,2.57,10.0,156.0,33.0,6.0,18.0,1202.0,500.0,6.0,13.333333333333334,1.0,1
25661,1.0,0.92,1.0,6.0,1.0,40.6688,-73.87738,2.0,1.0,1.0,50.0,4.0,1125.0,15.0,0.0,100.0,1.0,0.81,8.0,165.0,131.0,6.0,33.0,1926.0,556.0,31.0,25.0,1.0,1
31809,1.0,0.93,1.0,2.0,1.0,40.71598,-73.94731,1.0,1.0,1.0,61.0,3.0,1125.0,6.0,0.0,100.0,0.0,0.81,6.0,184.0,35.0,5.0,13.0,3656.0,220.0,164.0,61.0,1.0,1
17504,1.0,0.74,0.0,3.0,1.0,40.57976,-73.95776,2.0,1.0,1.0,45.0,2.0,30.0,115.0,0.0,93.0,0.0,3.22,9.0,171.0,136.0,8.0,25.0,1578.0,1072.0,83.0,22.5,0.0,1
2050,1.0,1.0,0.0,1.0,1.0,40.71532,-73.94581,3.0,1.0,1.0,90.0,10.0,220.0,16.0,0.0,91.0,0.0,0.41,6.0,160.0,47.0,7.0,12.0,2976.0,1161.0,75.0,30.0,1.0,1
7942,0.75,0.55,0.0,2.0,1.0,40.67682,-73.96178,4.0,1.0,1.0,162.0,3.0,10.0,125.0,0.0,94.0,0.0,2.03,4.0,66.0,16.0,5.0,18.0,2918.0,1846.0,68.0,40.5,1.0,1
34026,1.0,0.94,1.0,4.0,1.0,40.75379,-73.97419000000001,2.0,1.0,2.0,188.0,30.0,300.0,5.0,1.0,100.0,0.0,1.36,7.0,160.0,43.0,6.0,32.0,929.0,109.0,6.0,94.0,1.0,1
14188,0.95,0.99,1.0,50.0,1.0,40.74825,-73.97717,3.0,1.0,2.0,80.0,60.0,90.0,1.0,0.0,80.0,1.0,0.06,7.0,157.0,6.0,4.0,25.0,1424.0,467.0,467.0,26.666666666666668,1.0,1
3252,0.0,0.11,0.0,14.0,1.0,40.76481,-73.93163,2.0,1.0,1.0,130.0,30.0,200.0,31.0,0.0,98.0,0.0,0.4,7.0,78.0,100.0,8.0,15.0,2948.0,2352.0,422.0,65.0,1.0,1
17951,0.92,0.8,0.0,4.0,1.0,40.830909999999996,-73.92121999999999,2.0,1.0,1.0,35.0,3.0,1125.0,15.0,0.0,91.0,0.0,0.45,8.0,92.0,28.0,9.0,20.0,2733.0,1009.0,183.0,17.5,1.0,1
2962,1.0,1.0,0.0,3.0,1.0,40.67138,-73.94949,3.0,3.0,3.0,185.0,30.0,365.0,94.0,0.0,94.0,0.0,1.16,2.0,157.0,277.0,4.0,54.0,2683.0,2422.0,384.0,61.666666666666664,1.0,1
18652,1.0,0.75,1.0,2.0,0.0,40.71768,-73.99920999999999,12.0,4.0,5.0,713.0,30.0,60.0,78.0,0.0,97.0,0.0,2.44,9.0,106.0,19.0,2.0,24.0,997.0,957.0,342.0,59.416666666666664,1.0,1
14253,0.67,0.53,0.0,23.0,1.0,40.686440000000005,-73.914,2.0,1.0,1.0,37.0,30.0,1125.0,8.0,0.0,80.0,0.0,0.2,3.0,178.0,19.0,7.0,17.0,2647.0,1224.0,898.0,18.5,1.0,1
903,1.0,1.0,1.0,1.0,1.0,40.762570000000004,-73.99303,2.0,1.0600206748667595,1.0,130.0,30.0,200.0,45.0,1.0,98.0,0.0,0.44,7.0,148.0,141.0,7.0,27.0,3122.0,3088.0,5.0,65.0,1.0,0
27377,1.0,0.99,0.0,2739.0,1.0,40.75311,-73.97294000000001,2.0,1.0,1.0,643.0,2.0,182.0,3.0,0.0,60.0,1.0,0.19,8.0,157.0,93.0,7.0,24.0,969.0,470.0,420.0,321.5,1.0,1
3758,1.0,1.0,1.0,1.0,1.0,40.65443,-73.84605,2.0,1.0,1.0,89.0,5.0,365.0,4.0,0.0,100.0,0.0,0.05,5.0,123.0,69.0,5.0,26.0,2317.0,2312.0,214.0,44.5,0.0,1
3958,0.7,1.0,0.0,2.0,1.0,40.789190000000005,-73.97318,6.0,3.0,5.0,199.0,30.0,1125.0,18.0,0.0,83.0,0.0,0.24,8.0,172.0,46.0,5.0,21.0,2286.0,2240.0,411.0,33.166666666666664,1.0,1
22409,1.0,0.83,0.0,3.0,0.0,40.65551,-73.9572,1.0,1.0,1.0,41.0,7.0,100.0,15.0,0.0,97.0,1.0,0.62,7.0,184.0,146.0,4.0,34.0,2400.0,722.0,342.0,41.0,1.0,1
2619,1.0,0.82,0.0,29.0,1.0,40.77231,-73.95588000000001,2.0,1.0,1.0,68.0,30.0,360.0,8.0,0.0,90.0,0.0,0.16,4.0,152.0,279.0,4.0,23.0,2514.0,1498.0,311.0,34.0,0.0,1
20270,0.83,1.0,0.0,7.0,1.0,40.80919,-73.93087,1.0,1.0,1.0,18.0,30.0,1125.0,34.0,0.0,81.0,0.0,1.19,4.0,161.0,17.0,5.0,29.0,1080.0,858.0,97.0,18.0,1.0,1
12752,1.0,1.0,1.0,4.0,1.0,40.71111,-73.94333,2.0,1.0,1.0,105.0,10.0,1125.0,4.0,0.0,100.0,0.0,0.08,3.0,170.0,40.0,8.0,11.0,3409.0,1495.0,984.0,52.5,1.0,1
27384,0.96,0.92,1.0,125.0,0.0,40.74581,-73.98092,2.0,1.0493015180152554,1.0,69.0,30.0,1125.0,3.0,0.0,67.0,0.0,0.21,6.0,42.0,93.0,3.0,18.0,1800.0,433.0,40.0,34.5,1.0,0
14529,1.0,1.0,1.0,2.0,0.0,40.68824,-73.78692,2.0,1.0,1.0,30.0,1.0,31.0,189.0,3.0,96.0,1.0,4.54,7.0,171.0,87.0,3.0,25.0,1350.0,1248.0,10.0,15.0,1.0,1
14797,1.0,1.0,1.0,1.0,1.0,40.68138,-73.98983,5.0,2.0,2.0,175.0,30.0,1125.0,64.0,0.0,99.0,0.0,1.6,5.0,175.0,99.0,9.0,36.0,3124.0,1199.0,114.0,35.0,1.0,1
2133,1.0,1.0,1.0,1.0,1.0,40.68631,-73.95575,5.0,2.0,2.0,190.0,30.0,180.0,264.0,0.0,98.0,1.0,3.17,6.0,147.0,42.0,5.0,18.0,2623.0,2499.0,68.0,38.0,1.0,1
25369,1.0,0.96,1.0,0.0,0.0,40.67004,-73.74517,1.0,1.0,1.0,48.0,1.0,7.0,20.0,0.0,93.0,1.0,1.08,12.0,182.0,74.0,2.0,21.0,612.0,552.0,111.0,48.0,0.0,1
5439,1.0,0.86,1.0,8.0,1.0,40.772090000000006,-73.91082,1.0,1.0,1.0,42.0,30.0,180.0,26.0,0.0,99.0,0.0,0.39,6.0,124.0,5.0,4.0,14.0,2253.0,1986.0,467.0,42.0,1.0,1
30723,1.0,1.0,0.0,0.0,1.0,40.73212,-74.00356,3.0,1.0,1.0,97.0,15.0,1125.0,6.0,1.0,100.0,1.0,0.84,6.0,105.0,10.0,5.0,24.0,505.0,214.0,26.0,32.333333333333336,1.0,1
25160,0.93,0.98,0.0,5.0,1.0,40.75071,-73.97854,2.0,1.0,1.0,188.0,1.0,21.0,1.0,0.0,100.0,1.0,0.08,6.0,147.0,98.0,2.0,24.0,610.0,399.0,399.0,94.0,1.0,1
16975,0.9,1.0,1.0,1.0,1.0,40.69513,-73.92279,4.0,1.0,2.0,88.0,30.0,180.0,35.0,1.0,89.0,0.0,0.93,8.0,169.0,8.0,9.0,27.0,3448.0,1131.0,29.0,22.0,1.0,1
13825,1.0,0.88,0.0,1.0,1.0,40.72718,-73.98353,1.0,1.0,1.0,79.0,30.0,180.0,12.0,0.0,100.0,0.0,0.3,7.0,182.0,104.0,6.0,19.0,3197.0,1213.0,164.0,79.0,1.0,1
28876,1.0,1.0,1.0,0.0,1.0,40.75629,-73.81085999999999,3.0,1.0,1.0,96.0,1.0,1125.0,23.0,0.0,97.0,1.0,1.67,8.0,169.0,61.0,6.0,48.0,416.0,412.0,68.0,32.0,1.0,1
23985,0.67,1.0,0.0,11.0,1.0,40.75643,-73.98647,2.0,1.0,1.0,158.0,1.0,1125.0,7.0,0.0,94.0,1.0,0.34,9.0,163.0,77.0,2.0,25.0,641.0,613.0,338.0,79.0,1.0,1
6362,0.98,0.99,0.0,20.0,1.0,40.694109999999995,-73.96151,1.0,1.0,1.0,90.0,30.0,1125.0,33.0,0.0,93.0,1.0,0.5,6.0,162.0,74.0,6.0,34.0,2989.0,1983.0,524.0,90.0,1.0,1
27084,1.0,0.83,0.0,2.0,1.0,40.65698,-73.91066,1.0,1.0,1.0,34.0,30.0,1125.0,19.0,0.0,87.0,1.0,1.18,4.0,8.0,36.0,7.0,14.0,926.0,482.0,83.0,34.0,0.0,1
31801,1.0,0.99,0.0,38.0,1.0,40.7466,-73.98857,3.0,1.3482163331669241,2.0,73.0,1.0,365.0,10.0,0.0,96.0,1.0,1.42,7.0,156.0,36.0,6.0,25.0,247.0,211.0,124.0,24.333333333333332,1.0,0
12434,1.0,1.0,1.0,1.0,1.0,40.7711,-73.9274,4.0,1.0,3.0,80.0,31.0,1125.0,104.0,0.0,99.0,1.0,2.18,6.0,175.0,91.0,8.0,35.0,1693.0,1432.0,62.0,20.0,1.0,1
9638,1.0,0.56,0.0,2.0,1.0,40.57891,-73.95388,4.0,1.103162507419725,0.0,105.0,30.0,1124.0,113.0,0.0,86.0,0.0,1.92,3.0,73.0,9.0,5.0,19.0,1793.0,1768.0,131.0,26.25,1.0,0
12697,0.75,0.5,0.0,1.0,1.0,40.703,-73.92451,2.0,1.0,1.0,90.0,5.0,1125.0,4.0,0.0,100.0,0.0,0.08,7.0,158.0,14.0,7.0,22.0,3357.0,1494.0,32.0,45.0,1.0,1
19731,1.0,0.77,1.0,2.0,0.0,40.59608,-73.7691,3.0,1.0,1.0,230.0,1.0,90.0,60.0,4.0,100.0,0.0,1.96,8.0,177.0,58.0,3.0,40.0,963.0,916.0,7.0,76.66666666666667,1.0,1
27002,1.0,1.0,0.0,5.0,1.0,40.8026,-73.96489,2.0,1.0,1.0,58.0,1.0,1125.0,9.0,2.0,93.0,1.0,0.59,7.0,157.0,29.0,7.0,24.0,836.0,455.0,16.0,29.0,1.0,1
30346,1.0,0.89,1.0,1.0,1.0,40.73115,-73.95092,1.0,1.0,1.0,61.0,5.0,90.0,19.0,0.0,100.0,0.0,1.71,8.0,153.0,70.0,8.0,45.0,1859.0,333.0,83.0,61.0,1.0,1
11,1.0,0.62,0.0,1.0,0.0,40.71842,-73.95718000000001,4.0,1.5947092575085158,2.0,299.0,30.0,90.0,9.0,0.0,98.0,0.0,0.06,5.0,162.0,52.0,4.0,10.0,4257.0,4199.0,3328.0,74.75,0.0,0
11556,1.0,0.55,0.0,5.0,0.0,40.68635,-73.76931,2.0,1.0,1.0,48.0,2.0,28.0,8.0,0.0,98.0,0.0,0.24,10.0,71.0,48.0,4.0,23.0,1715.0,991.0,377.0,24.0,1.0,1
13173,0.91,0.95,0.0,4.0,1.0,40.72724,-73.86155,2.0,1.0,2.0,40.0,2.0,1125.0,91.0,1.0,84.0,1.0,1.87,4.0,162.0,28.0,6.0,23.0,1471.0,1456.0,24.0,20.0,1.0,1
19043,1.0,0.84,1.0,2.0,0.0,40.65078,-74.00444,1.0,1.0,1.0,60.0,3.0,28.0,48.0,0.0,100.0,0.0,1.57,7.0,129.0,115.0,3.0,29.0,968.0,914.0,349.0,60.0,1.0,1
5919,0.8,1.0,1.0,1.0,1.0,40.635040000000004,-73.96603,2.0,1.0,1.0,45.0,3.0,29.0,216.0,0.0,98.0,0.0,3.16,6.0,167.0,39.0,4.0,23.0,2054.0,2051.0,63.0,22.5,1.0,1
23564,1.0,1.0,0.0,1.0,1.0,40.72276,-73.99517,4.0,1.0,2.0,185.0,7.0,1125.0,42.0,1.0,95.0,1.0,1.94,9.0,151.0,36.0,7.0,44.0,675.0,650.0,13.0,46.25,1.0,1
4707,1.0,0.33,0.0,50.0,1.0,40.6593,-73.93512,2.0,1.0,1.0,44.0,30.0,1125.0,1.0,0.0,100.0,0.0,0.02,4.0,162.0,50.0,4.0,11.0,2209.0,1589.0,1589.0,22.0,0.0,1
30625,0.67,0.71,0.0,0.0,1.0,40.72691,-73.99951,2.0,1.0,2.0,140.0,30.0,60.0,5.0,0.0,96.0,0.0,0.59,4.0,52.0,6.0,5.0,12.0,2274.0,253.0,90.0,70.0,0.0,1
27428,1.0,1.0,0.0,4.0,1.0,40.79981,-73.96108000000001,1.0,1.0,1.0,61.0,30.0,1125.0,3.0,0.0,80.0,1.0,0.27,7.0,165.0,76.0,6.0,17.0,476.0,328.0,125.0,61.0,1.0,1
23199,0.9,0.96,0.0,14.0,1.0,40.7528,-73.87647,2.0,1.0,1.0,38.0,2.0,1125.0,44.0,1.0,87.0,1.0,1.9,8.0,158.0,68.0,7.0,20.0,1250.0,694.0,4.0,19.0,0.0,1
6661,0.9,0.9,0.0,3.0,1.0,40.69533,-73.92053,2.0,1.2255080350046228,2.0,64.0,3.0,1125.0,132.0,0.0,90.0,0.0,2.0,6.0,152.0,41.0,5.0,21.0,2939.0,1979.0,34.0,32.0,1.0,0
